Day, Coyotes count, Coyotes Born, Coyotes Died, AverageRunSpeed, AverageRadius, AverageStamina
155,227,381,154,9.955777,98.38004,14.90563,1.996551
156,227,381,154,9.955777,98.38004,14.90563,1.996551
157,227,381,154,9.955777,98.38004,14.90563,1.996551
158,227,381,154,9.955777,98.38004,14.90563,1.996551
159,227,381,154,9.955777,98.38004,14.90563,1.996551
160,227,381,154,9.955777,98.38004,14.90563,1.996551
161,227,381,154,9.955777,98.38004,14.90563,1.996551
162,227,381,154,9.955777,98.38004,14.90563,1.996551
163,227,381,154,9.955777,98.38004,14.90563,1.996551
164,227,381,154,9.955777,98.38004,14.90563,1.996551
165,227,381,154,9.955777,98.38004,14.90563,1.996551
166,227,381,154,9.955777,98.38004,14.90563,1.996551
167,227,381,154,9.955777,98.38004,14.90563,1.996551
168,227,381,154,9.955777,98.38004,14.90563,1.996551
169,227,381,154,9.955777,98.38004,14.90563,1.996551
170,227,381,154,9.955777,98.38004,14.90563,1.996551
171,227,381,154,9.955777,98.38004,14.90563,1.996551
172,227,381,154,9.955777,98.38004,14.90563,1.996551
173,227,381,154,9.955777,98.38004,14.90563,1.996551
174,227,381,154,9.955777,98.38004,14.90563,1.996551
175,227,381,154,9.955777,98.38004,14.90563,1.996551
176,227,381,154,9.955777,98.38004,14.90563,1.996551
177,227,381,154,9.955777,98.38004,14.90563,1.996551
178,227,381,154,9.955777,98.38004,14.90563,1.996551
179,227,381,154,9.955777,98.38004,14.90563,1.996551
180,227,381,154,9.955777,98.38004,14.90563,1.996551
181,227,381,154,9.955777,98.38004,14.90563,1.996551
182,227,381,154,9.955777,98.38004,14.90563,1.996551
183,227,381,154,9.955777,98.38004,14.90563,1.996551
184,227,381,154,9.955777,98.38004,14.90563,1.996551
185,227,381,154,9.955777,98.38004,14.90563,1.996551
186,227,381,154,9.955777,98.38004,14.90563,1.996551
187,227,381,154,9.955777,98.38004,14.90563,1.996551
188,227,381,154,9.955777,98.38004,14.90563,1.996551
189,227,381,154,9.955777,98.38004,14.90563,1.996551
190,227,381,154,9.955777,98.38004,14.90563,1.996551
191,227,381,154,9.955777,98.38004,14.90563,1.996551
192,227,381,154,9.955777,98.38004,14.90563,1.996551
193,227,381,154,9.955777,98.38004,14.90563,1.996551
194,227,381,154,9.955777,98.38004,14.90563,1.996551
195,227,381,154,9.955777,98.38004,14.90563,1.996551
196,227,381,154,9.955777,98.38004,14.90563,1.996551
197,227,381,154,9.955777,98.38004,14.90563,1.996551
198,227,381,154,9.955777,98.38004,14.90563,1.996551
199,227,381,154,9.955777,98.38004,14.90563,1.996551
200,227,381,154,9.955777,98.38004,14.90563,1.996551
201,227,381,154,9.955777,98.38004,14.90563,1.996551
202,227,381,154,9.955777,98.38004,14.90563,1.996551
203,227,381,154,9.955777,98.38004,14.90563,1.996551
204,227,381,154,9.955777,98.38004,14.90563,1.996551
205,227,381,154,9.955777,98.38004,14.90563,1.996551
206,227,381,154,9.955777,98.38004,14.90563,1.996551
207,227,381,154,9.955777,98.38004,14.90563,1.996551
208,227,381,154,9.955777,98.38004,14.90563,1.996551
209,227,381,154,9.955777,98.38004,14.90563,1.996551
210,227,381,154,9.955777,98.38004,14.90563,1.996551
211,227,381,154,9.955777,98.38004,14.90563,1.996551
212,227,381,154,9.955777,98.38004,14.90563,1.996551
213,227,381,154,9.955777,98.38004,14.90563,1.996551
214,227,381,154,9.955777,98.38004,14.90563,1.996551
215,227,381,154,9.955777,98.38004,14.90563,1.996551
216,227,381,154,9.955777,98.38004,14.90563,1.996551
217,227,381,154,9.955777,98.38004,14.90563,1.996551
218,227,381,154,9.955777,98.38004,14.90563,1.996551
219,227,381,154,9.955777,98.38004,14.90563,1.996551
220,227,381,154,9.955777,98.38004,14.90563,1.996551
221,227,381,154,9.955777,98.38004,14.90563,1.996551
222,227,381,154,9.955777,98.38004,14.90563,1.996551
223,227,381,154,9.955777,98.38004,14.90563,1.996551
224,227,381,154,9.955777,98.38004,14.90563,1.996551
225,227,381,154,9.955777,98.38004,14.90563,1.996551
226,227,381,154,9.955777,98.38004,14.90563,1.996551
227,227,381,154,9.955777,98.38004,14.90563,1.996551
228,227,381,154,9.955777,98.38004,14.90563,1.996551
229,227,381,154,9.955777,98.38004,14.90563,1.996551
230,227,381,154,9.955777,98.38004,14.90563,1.996551
231,227,381,154,9.955777,98.38004,14.90563,1.996551
232,227,381,154,9.955777,98.38004,14.90563,1.996551
233,227,381,154,9.955777,98.38004,14.90563,1.996551
234,227,381,154,9.955777,98.38004,14.90563,1.996551
235,227,381,154,9.955777,98.38004,14.90563,1.996551
236,227,381,154,9.955777,98.38004,14.90563,1.996551
237,227,381,154,9.955777,98.38004,14.90563,1.996551
238,227,381,154,9.955777,98.38004,14.90563,1.996551
239,227,381,154,9.955777,98.38004,14.90563,1.996551
240,227,381,154,9.955777,98.38004,14.90563,1.996551
241,227,381,154,9.955777,98.38004,14.90563,1.996551
242,227,381,154,9.955777,98.38004,14.90563,1.996551
243,227,381,154,9.955777,98.38004,14.90563,1.996551
244,227,381,154,9.955777,98.38004,14.90563,1.996551
245,227,381,154,9.955777,98.38004,14.90563,1.996551
246,227,381,154,9.955777,98.38004,14.90563,1.996551
247,227,381,154,9.955777,98.38004,14.90563,1.996551
248,227,381,154,9.955777,98.38004,14.90563,1.996551
249,227,381,154,9.955777,98.38004,14.90563,1.996551
250,227,381,154,9.955777,98.38004,14.90563,1.996551
251,227,381,154,9.955777,98.38004,14.90563,1.996551
252,227,381,154,9.955777,98.38004,14.90563,1.996551
253,227,381,154,9.955777,98.38004,14.90563,1.996551
254,227,381,154,9.955777,98.38004,14.90563,1.996551
255,227,381,154,9.955777,98.38004,14.90563,1.996551
256,227,381,154,9.955777,98.38004,14.90563,1.996551
257,227,381,154,9.955777,98.38004,14.90563,1.996551
258,227,381,154,9.955777,98.38004,14.90563,1.996551
259,227,381,154,9.955777,98.38004,14.90563,1.996551
260,227,381,154,9.955777,98.38004,14.90563,1.996551
261,227,381,154,9.955777,98.38004,14.90563,1.996551
262,227,381,154,9.955777,98.38004,14.90563,1.996551
263,227,381,154,9.955777,98.38004,14.90563,1.996551
264,227,381,154,9.955777,98.38004,14.90563,1.996551
265,227,381,154,9.955777,98.38004,14.90563,1.996551
266,227,381,154,9.955777,98.38004,14.90563,1.996551
267,227,381,154,9.955777,98.38004,14.90563,1.996551
268,227,381,154,9.955777,98.38004,14.90563,1.996551
269,227,381,154,9.955777,98.38004,14.90563,1.996551
270,227,381,154,9.955777,98.38004,14.90563,1.996551
271,227,381,154,9.955777,98.38004,14.90563,1.996551
272,227,381,154,9.955777,98.38004,14.90563,1.996551
273,227,381,154,9.955777,98.38004,14.90563,1.996551
274,227,381,154,9.955777,98.38004,14.90563,1.996551
275,227,381,154,9.955777,98.38004,14.90563,1.996551
276,227,381,154,9.955777,98.38004,14.90563,1.996551
277,227,381,154,9.955777,98.38004,14.90563,1.996551
278,227,381,154,9.955777,98.38004,14.90563,1.996551
279,227,381,154,9.955777,98.38004,14.90563,1.996551
280,227,381,154,9.955777,98.38004,14.90563,1.996551
281,227,381,154,9.955777,98.38004,14.90563,1.996551
282,227,381,154,9.955777,98.38004,14.90563,1.996551
283,227,381,154,9.955777,98.38004,14.90563,1.996551
284,227,381,154,9.955777,98.38004,14.90563,1.996551
285,227,381,154,9.955777,98.38004,14.90563,1.996551
286,227,381,154,9.955777,98.38004,14.90563,1.996551
287,227,381,154,9.955777,98.38004,14.90563,1.996551
288,227,381,154,9.955777,98.38004,14.90563,1.996551
289,227,381,154,9.955777,98.38004,14.90563,1.996551
290,227,381,154,9.955777,98.38004,14.90563,1.996551
