Day, Coyotes count, Coyotes Born, Coyotes Died, AverageRunSpeed, AverageRadius, AverageStamina
82,19,0,0,13.13095,101.8805,10
83,19,0,0,13.13095,101.8805,10
84,19,0,0,13.13095,101.8805,10
85,19,0,0,13.13095,101.8805,10
86,19,0,0,13.13095,101.8805,10
87,19,0,0,13.13095,101.8805,10
88,19,0,0,13.13095,101.8805,10
89,19,0,0,13.13095,101.8805,10
90,19,0,0,13.13095,101.8805,10
91,19,0,0,13.13095,101.8805,10
92,19,0,0,13.13095,101.8805,10
93,19,0,0,13.13095,101.8805,10
94,19,0,0,13.13095,101.8805,10
95,19,0,0,13.13095,101.8805,10
96,19,0,0,13.13095,101.8805,10
97,19,0,0,13.13095,101.8805,10
98,19,0,0,13.13095,101.8805,10
99,19,0,0,13.13095,101.8805,10
100,19,0,0,13.13095,101.8805,10
101,19,0,0,13.13095,101.8805,10
102,19,0,0,13.13095,101.8805,10
103,19,0,0,13.13095,101.8805,10
104,19,0,0,13.13095,101.8805,10
105,19,0,0,13.13095,101.8805,10
106,19,0,0,13.13095,101.8805,10
107,19,0,0,13.13095,101.8805,10
108,19,0,0,13.13095,101.8805,10
109,19,0,0,13.13095,101.8805,10
110,19,0,0,13.13095,101.8805,10
111,19,0,0,13.13095,101.8805,10
112,19,0,0,13.13095,101.8805,10
113,19,0,0,13.13095,101.8805,10
114,19,0,0,13.13095,101.8805,10
115,19,0,0,13.13095,101.8805,10
116,19,0,0,13.13095,101.8805,10
117,19,0,0,13.13095,101.8805,10
118,19,0,0,13.13095,101.8805,10
119,19,0,0,13.13095,101.8805,10
120,19,0,0,13.13095,101.8805,10
121,19,0,0,13.13095,101.8805,10
122,19,0,0,13.13095,101.8805,10
123,19,0,0,13.13095,101.8805,10
124,19,0,0,13.13095,101.8805,10
125,19,0,0,13.13095,101.8805,10
126,19,0,0,13.13095,101.8805,10
127,19,0,0,13.13095,101.8805,10
128,19,0,0,13.13095,101.8805,10
129,19,0,0,13.13095,101.8805,10
130,19,0,0,13.13095,101.8805,10
131,19,0,0,13.13095,101.8805,10
132,19,0,0,13.13095,101.8805,10
133,19,0,0,13.13095,101.8805,10
134,19,0,0,13.13095,101.8805,10
135,19,0,0,13.13095,101.8805,10
136,19,0,0,13.13095,101.8805,10
137,19,0,0,13.13095,101.8805,10
138,19,0,0,13.13095,101.8805,10
139,19,0,0,13.13095,101.8805,10
140,19,0,0,13.13095,101.8805,10
141,19,0,0,13.13095,101.8805,10
142,19,0,0,13.13095,101.8805,10
143,19,0,0,13.13095,101.8805,10
144,19,0,0,13.13095,101.8805,10
145,19,0,0,13.13095,101.8805,10
146,19,0,0,13.13095,101.8805,10
147,19,0,0,13.13095,101.8805,10
148,19,0,0,13.13095,101.8805,10
149,19,0,0,13.13095,101.8805,10
150,19,0,0,13.13095,101.8805,10
151,19,0,0,13.13095,101.8805,10
152,19,0,0,13.13095,101.8805,10
153,19,0,0,13.13095,101.8805,10
154,19,0,0,13.13095,101.8805,10
155,19,0,0,13.13095,101.8805,10
156,19,0,0,13.13095,101.8805,10
157,19,0,0,13.13095,101.8805,10
158,19,0,0,13.13095,101.8805,10
159,19,0,0,13.13095,101.8805,10
160,19,0,0,13.13095,101.8805,10
161,19,0,0,13.13095,101.8805,10
162,19,0,0,13.13095,101.8805,10
163,19,0,0,13.13095,101.8805,10
164,19,0,0,13.13095,101.8805,10
165,19,0,0,13.13095,101.8805,10
166,19,0,0,13.13095,101.8805,10
167,19,0,0,13.13095,101.8805,10
168,19,0,0,13.13095,101.8805,10
169,19,0,0,13.13095,101.8805,10
170,19,0,0,13.13095,101.8805,10
171,19,0,0,13.13095,101.8805,10
172,19,0,0,13.13095,101.8805,10
173,19,0,0,13.13095,101.8805,10
174,19,0,0,13.13095,101.8805,10
175,19,0,0,13.13095,101.8805,10
176,19,0,0,13.13095,101.8805,10
177,19,0,0,13.13095,101.8805,10
178,19,0,0,13.13095,101.8805,10
179,19,0,0,13.13095,101.8805,10
180,19,0,0,13.13095,101.8805,10
181,19,0,0,13.13095,101.8805,10
182,19,0,0,13.13095,101.8805,10
183,19,0,0,13.13095,101.8805,10
184,19,0,0,13.13095,101.8805,10
185,19,0,0,13.13095,101.8805,10
186,19,0,0,13.13095,101.8805,10
187,19,0,0,13.13095,101.8805,10
188,19,0,0,13.13095,101.8805,10
189,19,0,0,13.13095,101.8805,10
190,19,0,0,13.13095,101.8805,10
191,19,0,0,13.13095,101.8805,10
192,19,0,0,13.13095,101.8805,10
193,19,0,0,13.13095,101.8805,10
194,19,0,0,13.13095,101.8805,10
195,19,0,0,13.13095,101.8805,10
196,19,0,0,13.13095,101.8805,10
197,19,0,0,13.13095,101.8805,10
198,19,0,0,13.13095,101.8805,10
199,19,0,0,13.13095,101.8805,10
200,19,0,0,13.13095,101.8805,10
201,19,0,0,13.13095,101.8805,10
202,19,0,0,13.13095,101.8805,10
203,19,0,0,13.13095,101.8805,10
204,19,0,0,13.13095,101.8805,10
205,19,0,0,13.13095,101.8805,10
206,19,0,0,13.13095,101.8805,10
207,19,0,0,13.13095,101.8805,10
208,19,0,0,13.13095,101.8805,10
209,19,0,0,13.13095,101.8805,10
210,19,0,0,13.13095,101.8805,10
211,19,0,0,13.13095,101.8805,10
212,19,0,0,13.13095,101.8805,10
213,19,0,0,13.13095,101.8805,10
214,19,0,0,13.13095,101.8805,10
215,19,0,0,13.13095,101.8805,10
216,19,0,0,13.13095,101.8805,10
217,19,0,0,13.13095,101.8805,10
218,19,0,0,13.13095,101.8805,10
219,19,0,0,13.13095,101.8805,10
220,19,0,0,13.13095,101.8805,10
221,19,0,0,13.13095,101.8805,10
222,19,0,0,13.13095,101.8805,10
223,19,0,0,13.13095,101.8805,10
224,19,0,0,13.13095,101.8805,10
225,19,0,0,13.13095,101.8805,10
226,19,0,0,13.13095,101.8805,10
227,19,0,0,13.13095,101.8805,10
228,19,0,0,13.13095,101.8805,10
229,19,0,0,13.13095,101.8805,10
230,19,0,0,13.13095,101.8805,10
231,19,0,0,13.13095,101.8805,10
232,19,0,0,13.13095,101.8805,10
233,19,0,0,13.13095,101.8805,10
234,19,0,0,13.13095,101.8805,10
235,19,0,0,13.13095,101.8805,10
236,19,0,0,13.13095,101.8805,10
237,19,0,0,13.13095,101.8805,10
238,19,0,0,13.13095,101.8805,10
239,19,0,0,13.13095,101.8805,10
240,19,0,0,13.13095,101.8805,10
241,19,0,0,13.13095,101.8805,10
242,19,0,0,13.13095,101.8805,10
243,19,0,0,13.13095,101.8805,10
244,19,0,0,13.13095,101.8805,10
245,19,0,0,13.13095,101.8805,10
246,19,0,0,13.13095,101.8805,10
247,19,0,0,13.13095,101.8805,10
248,19,0,0,13.13095,101.8805,10
249,19,0,0,13.13095,101.8805,10
250,19,0,0,13.13095,101.8805,10
251,19,0,0,13.13095,101.8805,10
252,19,0,0,13.13095,101.8805,10
253,19,0,0,13.13095,101.8805,10
254,19,0,0,13.13095,101.8805,10
255,19,0,0,13.13095,101.8805,10
256,19,0,0,13.13095,101.8805,10
257,19,0,0,13.13095,101.8805,10
258,19,0,0,13.13095,101.8805,10
259,19,0,0,13.13095,101.8805,10
260,19,0,0,13.13095,101.8805,10
261,19,0,0,13.13095,101.8805,10
262,19,0,0,13.13095,101.8805,10
263,19,0,0,13.13095,101.8805,10
264,19,0,0,13.13095,101.8805,10
265,19,0,0,13.13095,101.8805,10
266,19,0,0,13.13095,101.8805,10
267,19,0,0,13.13095,101.8805,10
268,19,0,0,13.13095,101.8805,10
269,19,0,0,13.13095,101.8805,10
270,19,0,0,13.13095,101.8805,10
271,19,0,0,13.13095,101.8805,10
272,19,0,0,13.13095,101.8805,10
273,19,0,0,13.13095,101.8805,10
274,19,0,0,13.13095,101.8805,10
275,19,0,0,13.13095,101.8805,10
276,19,0,0,13.13095,101.8805,10
277,19,0,0,13.13095,101.8805,10
278,19,0,0,13.13095,101.8805,10
279,19,0,0,13.13095,101.8805,10
280,19,0,0,13.13095,101.8805,10
281,19,0,0,13.13095,101.8805,10
282,19,0,0,13.13095,101.8805,10
283,19,0,0,13.13095,101.8805,10
284,19,0,0,13.13095,101.8805,10
285,19,0,0,13.13095,101.8805,10
286,19,0,0,13.13095,101.8805,10
287,19,0,0,13.13095,101.8805,10
288,19,0,0,13.13095,101.8805,10
289,19,0,0,13.13095,101.8805,10
290,19,0,0,13.13095,101.8805,10
Day, Trees count, Trees Born, Trees Died, AverageHeight
1,51,51,0,2.003236
2,51,0,0,2.003236
3,52,4,3,2.017169
4,72,24,4,2.037466
5,65,2,9,2.105553
6,70,15,10,2.117075
7,67,4,7,2.210743
8,65,8,10,2.262024
9,67,6,4,2.314966
10,65,5,7,2.349109
11,64,5,6,2.411803
12,64,0,0,2.411803
13,64,0,0,2.411803
14,64,0,0,2.411803
15,64,0,0,2.411803
16,64,0,0,2.411803
17,64,0,0,2.411803
18,64,0,0,2.411803
19,64,0,0,2.411803
20,64,0,0,2.411803
21,64,0,0,2.411803
22,64,0,0,2.411803
23,64,0,0,2.411803
24,64,0,0,2.411803
25,64,0,0,2.411803
26,64,0,0,2.411803
27,64,0,0,2.411803
28,64,0,0,2.411803
29,64,0,0,2.411803
30,64,0,0,2.411803
31,64,0,0,2.411803
32,64,0,0,2.411803
33,64,0,0,2.411803
34,64,0,0,2.411803
35,64,0,0,2.411803
36,64,0,0,2.411803
37,64,0,0,2.411803
38,64,0,0,2.411803
39,64,0,0,2.411803
40,64,0,0,2.411803
41,64,0,0,2.411803
42,64,0,0,2.411803
43,64,0,0,2.411803
44,64,0,0,2.411803
45,64,0,0,2.411803
46,64,0,0,2.411803
47,64,0,0,2.411803
48,64,0,0,2.411803
49,64,0,0,2.411803
50,64,0,0,2.411803
51,64,0,0,2.411803
52,64,0,0,2.411803
53,64,0,0,2.411803
54,64,0,0,2.411803
55,64,0,0,2.411803
56,64,0,0,2.411803
57,64,0,0,2.411803
58,64,0,0,2.411803
59,64,0,0,2.411803
60,64,0,0,2.411803
61,64,0,0,2.411803
62,64,0,0,2.411803
63,64,0,0,2.411803
64,64,0,0,2.411803
65,64,0,0,2.411803
66,64,0,0,2.411803
67,64,0,0,2.411803
68,64,0,0,2.411803
69,64,0,0,2.411803
70,64,0,0,2.411803
71,64,0,0,2.411803
72,64,0,0,2.411803
73,64,0,0,2.411803
74,64,0,0,2.411803
75,64,0,0,2.411803
76,64,0,0,2.411803
77,64,0,0,2.411803
78,64,0,0,2.411803
79,64,0,0,2.411803
80,64,0,0,2.411803
81,64,0,0,2.411803
82,64,0,0,2.411803
83,64,0,0,2.411803
84,64,0,0,2.411803
85,64,0,0,2.411803
86,64,0,0,2.411803
87,64,0,0,2.411803
88,64,0,0,2.411803
89,64,0,0,2.411803
90,64,0,0,2.411803
91,64,0,0,2.411803
92,64,0,0,2.411803
93,64,0,0,2.411803
94,64,0,0,2.411803
95,64,0,0,2.411803
96,64,0,0,2.411803
97,64,0,0,2.411803
98,64,0,0,2.411803
99,64,0,0,2.411803
100,64,0,0,2.411803
101,64,0,0,2.411803
102,64,0,0,2.411803
103,64,0,0,2.411803
104,64,0,0,2.411803
105,64,0,0,2.411803
106,64,0,0,2.411803
107,64,0,0,2.411803
108,64,0,0,2.411803
109,64,0,0,2.411803
110,64,0,0,2.411803
111,64,0,0,2.411803
112,64,0,0,2.411803
113,64,0,0,2.411803
114,64,0,0,2.411803
115,64,0,0,2.411803
116,64,0,0,2.411803
117,64,0,0,2.411803
118,64,0,0,2.411803
119,64,0,0,2.411803
120,64,0,0,2.411803
121,64,0,0,2.411803
122,64,0,0,2.411803
123,64,0,0,2.411803
124,64,0,0,2.411803
125,64,0,0,2.411803
126,64,0,0,2.411803
127,64,0,0,2.411803
128,64,0,0,2.411803
129,64,0,0,2.411803
130,64,0,0,2.411803
131,64,0,0,2.411803
132,64,0,0,2.411803
133,64,0,0,2.411803
134,64,0,0,2.411803
135,64,0,0,2.411803
136,64,0,0,2.411803
137,64,0,0,2.411803
138,64,0,0,2.411803
139,64,0,0,2.411803
140,64,0,0,2.411803
141,64,0,0,2.411803
142,64,0,0,2.411803
143,64,0,0,2.411803
144,64,0,0,2.411803
145,64,0,0,2.411803
146,64,0,0,2.411803
147,64,0,0,2.411803
148,64,0,0,2.411803
149,64,0,0,2.411803
150,64,0,0,2.411803
151,64,0,0,2.411803
152,64,0,0,2.411803
153,64,0,0,2.411803
154,64,0,0,2.411803
155,64,0,0,2.411803
156,64,0,0,2.411803
157,64,0,0,2.411803
158,64,0,0,2.411803
159,64,0,0,2.411803
160,64,0,0,2.411803
161,64,0,0,2.411803
162,64,0,0,2.411803
163,64,0,0,2.411803
164,64,0,0,2.411803
165,64,0,0,2.411803
166,64,0,0,2.411803
167,64,0,0,2.411803
168,64,0,0,2.411803
169,64,0,0,2.411803
170,64,0,0,2.411803
171,64,0,0,2.411803
172,64,0,0,2.411803
173,64,0,0,2.411803
174,64,0,0,2.411803
175,64,0,0,2.411803
176,64,0,0,2.411803
177,64,0,0,2.411803
178,64,0,0,2.411803
179,64,0,0,2.411803
180,64,0,0,2.411803
181,64,0,0,2.411803
182,64,0,0,2.411803
183,64,0,0,2.411803
184,64,0,0,2.411803
185,64,0,0,2.411803
186,64,0,0,2.411803
187,64,0,0,2.411803
188,64,0,0,2.411803
189,64,0,0,2.411803
190,64,0,0,2.411803
191,64,0,0,2.411803
192,64,0,0,2.411803
193,64,0,0,2.411803
194,64,0,0,2.411803
195,64,0,0,2.411803
196,64,0,0,2.411803
197,64,0,0,2.411803
198,64,0,0,2.411803
199,64,0,0,2.411803
200,64,0,0,2.411803
201,64,0,0,2.411803
202,64,0,0,2.411803
203,64,0,0,2.411803
204,64,0,0,2.411803
205,64,0,0,2.411803
206,64,0,0,2.411803
207,64,0,0,2.411803
208,64,0,0,2.411803
209,64,0,0,2.411803
210,64,0,0,2.411803
211,64,0,0,2.411803
212,64,0,0,2.411803
213,64,0,0,2.411803
214,64,0,0,2.411803
215,64,0,0,2.411803
216,64,0,0,2.411803
217,64,0,0,2.411803
218,64,0,0,2.411803
219,64,0,0,2.411803
220,64,0,0,2.411803
221,64,0,0,2.411803
222,64,0,0,2.411803
223,64,0,0,2.411803
224,64,0,0,2.411803
225,64,0,0,2.411803
226,64,0,0,2.411803
227,64,0,0,2.411803
228,64,0,0,2.411803
229,64,0,0,2.411803
230,64,0,0,2.411803
231,64,0,0,2.411803
232,64,0,0,2.411803
233,64,0,0,2.411803
234,64,0,0,2.411803
235,64,0,0,2.411803
236,64,0,0,2.411803
237,64,0,0,2.411803
238,64,0,0,2.411803
239,64,0,0,2.411803
240,64,0,0,2.411803
241,64,0,0,2.411803
242,64,0,0,2.411803
243,64,0,0,2.411803
244,64,0,0,2.411803
245,64,0,0,2.411803
246,64,0,0,2.411803
247,64,0,0,2.411803
248,64,0,0,2.411803
249,64,0,0,2.411803
250,64,0,0,2.411803
251,64,0,0,2.411803
252,64,0,0,2.411803
253,64,0,0,2.411803
254,64,0,0,2.411803
255,64,0,0,2.411803
256,64,0,0,2.411803
257,64,0,0,2.411803
258,64,0,0,2.411803
259,64,0,0,2.411803
260,64,0,0,2.411803
261,64,0,0,2.411803
262,64,0,0,2.411803
263,64,0,0,2.411803
264,64,0,0,2.411803
265,64,0,0,2.411803
266,64,0,0,2.411803
267,64,0,0,2.411803
268,64,0,0,2.411803
269,64,0,0,2.411803
270,64,0,0,2.411803
271,64,0,0,2.411803
272,64,0,0,2.411803
273,64,0,0,2.411803
274,64,0,0,2.411803
275,64,0,0,2.411803
276,64,0,0,2.411803
277,64,0,0,2.411803
278,64,0,0,2.411803
279,64,0,0,2.411803
280,64,0,0,2.411803
281,64,0,0,2.411803
282,64,0,0,2.411803
283,64,0,0,2.411803
284,64,0,0,2.411803
285,64,0,0,2.411803
286,64,0,0,2.411803
287,64,0,0,2.411803
288,64,0,0,2.411803
289,64,0,0,2.411803
290,64,0,0,2.411803
Day, Deers count, Deers Born, Deers Died, AverageRunSpeed, AverageRadius, AverageStamina, AverageNeckHeight
1,120,120,0,10,100,15,2
2,120,120,0,10,100,15,2
3,115,120,5,10,100,15,2
4,141,154,13,10.10814,100.4127,14.99415,1.997609
5,166,185,19,10.03969,100.0905,14.9072,1.976201
6,195,219,24,10.11209,100.2701,14.89836,1.983959
7,224,262,38,10.12589,99.49425,14.92063,1.99017
8,227,291,64,10.08566,98.68211,14.87269,1.970911
9,245,325,80,10.07368,99.41798,14.89016,1.976067
10,247,355,108,10.01563,98.89922,14.89131,1.984396
11,227,381,154,9.955777,98.38004,14.90563,1.996551
12,227,381,154,9.955777,98.38004,14.90563,1.996551
13,227,381,154,9.955777,98.38004,14.90563,1.996551
14,227,381,154,9.955777,98.38004,14.90563,1.996551
15,227,381,154,9.955777,98.38004,14.90563,1.996551
16,227,381,154,9.955777,98.38004,14.90563,1.996551
17,227,381,154,9.955777,98.38004,14.90563,1.996551
18,227,381,154,9.955777,98.38004,14.90563,1.996551
19,227,381,154,9.955777,98.38004,14.90563,1.996551
20,227,381,154,9.955777,98.38004,14.90563,1.996551
21,227,381,154,9.955777,98.38004,14.90563,1.996551
22,227,381,154,9.955777,98.38004,14.90563,1.996551
23,227,381,154,9.955777,98.38004,14.90563,1.996551
24,227,381,154,9.955777,98.38004,14.90563,1.996551
25,227,381,154,9.955777,98.38004,14.90563,1.996551
26,227,381,154,9.955777,98.38004,14.90563,1.996551
27,227,381,154,9.955777,98.38004,14.90563,1.996551
28,227,381,154,9.955777,98.38004,14.90563,1.996551
29,227,381,154,9.955777,98.38004,14.90563,1.996551
30,227,381,154,9.955777,98.38004,14.90563,1.996551
31,227,381,154,9.955777,98.38004,14.90563,1.996551
32,227,381,154,9.955777,98.38004,14.90563,1.996551
33,227,381,154,9.955777,98.38004,14.90563,1.996551
34,227,381,154,9.955777,98.38004,14.90563,1.996551
35,227,381,154,9.955777,98.38004,14.90563,1.996551
36,227,381,154,9.955777,98.38004,14.90563,1.996551
37,227,381,154,9.955777,98.38004,14.90563,1.996551
38,227,381,154,9.955777,98.38004,14.90563,1.996551
39,227,381,154,9.955777,98.38004,14.90563,1.996551
40,227,381,154,9.955777,98.38004,14.90563,1.996551
41,227,381,154,9.955777,98.38004,14.90563,1.996551
42,227,381,154,9.955777,98.38004,14.90563,1.996551
43,227,381,154,9.955777,98.38004,14.90563,1.996551
44,227,381,154,9.955777,98.38004,14.90563,1.996551
45,227,381,154,9.955777,98.38004,14.90563,1.996551
46,227,381,154,9.955777,98.38004,14.90563,1.996551
47,227,381,154,9.955777,98.38004,14.90563,1.996551
48,227,381,154,9.955777,98.38004,14.90563,1.996551
49,227,381,154,9.955777,98.38004,14.90563,1.996551
50,227,381,154,9.955777,98.38004,14.90563,1.996551
51,227,381,154,9.955777,98.38004,14.90563,1.996551
52,227,381,154,9.955777,98.38004,14.90563,1.996551
53,227,381,154,9.955777,98.38004,14.90563,1.996551
54,227,381,154,9.955777,98.38004,14.90563,1.996551
55,227,381,154,9.955777,98.38004,14.90563,1.996551
56,227,381,154,9.955777,98.38004,14.90563,1.996551
57,227,381,154,9.955777,98.38004,14.90563,1.996551
58,227,381,154,9.955777,98.38004,14.90563,1.996551
59,227,381,154,9.955777,98.38004,14.90563,1.996551
60,227,381,154,9.955777,98.38004,14.90563,1.996551
61,227,381,154,9.955777,98.38004,14.90563,1.996551
62,227,381,154,9.955777,98.38004,14.90563,1.996551
63,227,381,154,9.955777,98.38004,14.90563,1.996551
64,227,381,154,9.955777,98.38004,14.90563,1.996551
65,227,381,154,9.955777,98.38004,14.90563,1.996551
66,227,381,154,9.955777,98.38004,14.90563,1.996551
67,227,381,154,9.955777,98.38004,14.90563,1.996551
68,227,381,154,9.955777,98.38004,14.90563,1.996551
69,227,381,154,9.955777,98.38004,14.90563,1.996551
70,227,381,154,9.955777,98.38004,14.90563,1.996551
71,227,381,154,9.955777,98.38004,14.90563,1.996551
72,227,381,154,9.955777,98.38004,14.90563,1.996551
73,227,381,154,9.955777,98.38004,14.90563,1.996551
74,227,381,154,9.955777,98.38004,14.90563,1.996551
75,227,381,154,9.955777,98.38004,14.90563,1.996551
76,227,381,154,9.955777,98.38004,14.90563,1.996551
77,227,381,154,9.955777,98.38004,14.90563,1.996551
78,227,381,154,9.955777,98.38004,14.90563,1.996551
79,227,381,154,9.955777,98.38004,14.90563,1.996551
80,227,381,154,9.955777,98.38004,14.90563,1.996551
81,227,381,154,9.955777,98.38004,14.90563,1.996551
82,227,381,154,9.955777,98.38004,14.90563,1.996551
83,227,381,154,9.955777,98.38004,14.90563,1.996551
84,227,381,154,9.955777,98.38004,14.90563,1.996551
85,227,381,154,9.955777,98.38004,14.90563,1.996551
86,227,381,154,9.955777,98.38004,14.90563,1.996551
87,227,381,154,9.955777,98.38004,14.90563,1.996551
88,227,381,154,9.955777,98.38004,14.90563,1.996551
89,227,381,154,9.955777,98.38004,14.90563,1.996551
90,227,381,154,9.955777,98.38004,14.90563,1.996551
91,227,381,154,9.955777,98.38004,14.90563,1.996551
92,227,381,154,9.955777,98.38004,14.90563,1.996551
93,227,381,154,9.955777,98.38004,14.90563,1.996551
94,227,381,154,9.955777,98.38004,14.90563,1.996551
95,227,381,154,9.955777,98.38004,14.90563,1.996551
96,227,381,154,9.955777,98.38004,14.90563,1.996551
97,227,381,154,9.955777,98.38004,14.90563,1.996551
98,227,381,154,9.955777,98.38004,14.90563,1.996551
99,227,381,154,9.955777,98.38004,14.90563,1.996551
100,227,381,154,9.955777,98.38004,14.90563,1.996551
101,227,381,154,9.955777,98.38004,14.90563,1.996551
102,227,381,154,9.955777,98.38004,14.90563,1.996551
103,227,381,154,9.955777,98.38004,14.90563,1.996551
104,227,381,154,9.955777,98.38004,14.90563,1.996551
105,227,381,154,9.955777,98.38004,14.90563,1.996551
106,227,381,154,9.955777,98.38004,14.90563,1.996551
107,227,381,154,9.955777,98.38004,14.90563,1.996551
108,227,381,154,9.955777,98.38004,14.90563,1.996551
109,227,381,154,9.955777,98.38004,14.90563,1.996551
110,227,381,154,9.955777,98.38004,14.90563,1.996551
111,227,381,154,9.955777,98.38004,14.90563,1.996551
112,227,381,154,9.955777,98.38004,14.90563,1.996551
113,227,381,154,9.955777,98.38004,14.90563,1.996551
114,227,381,154,9.955777,98.38004,14.90563,1.996551
115,227,381,154,9.955777,98.38004,14.90563,1.996551
116,227,381,154,9.955777,98.38004,14.90563,1.996551
117,227,381,154,9.955777,98.38004,14.90563,1.996551
118,227,381,154,9.955777,98.38004,14.90563,1.996551
119,227,381,154,9.955777,98.38004,14.90563,1.996551
120,227,381,154,9.955777,98.38004,14.90563,1.996551
121,227,381,154,9.955777,98.38004,14.90563,1.996551
122,227,381,154,9.955777,98.38004,14.90563,1.996551
123,227,381,154,9.955777,98.38004,14.90563,1.996551
124,227,381,154,9.955777,98.38004,14.90563,1.996551
125,227,381,154,9.955777,98.38004,14.90563,1.996551
126,227,381,154,9.955777,98.38004,14.90563,1.996551
127,227,381,154,9.955777,98.38004,14.90563,1.996551
128,227,381,154,9.955777,98.38004,14.90563,1.996551
129,227,381,154,9.955777,98.38004,14.90563,1.996551
130,227,381,154,9.955777,98.38004,14.90563,1.996551
131,227,381,154,9.955777,98.38004,14.90563,1.996551
132,227,381,154,9.955777,98.38004,14.90563,1.996551
133,227,381,154,9.955777,98.38004,14.90563,1.996551
134,227,381,154,9.955777,98.38004,14.90563,1.996551
135,227,381,154,9.955777,98.38004,14.90563,1.996551
136,227,381,154,9.955777,98.38004,14.90563,1.996551
137,227,381,154,9.955777,98.38004,14.90563,1.996551
138,227,381,154,9.955777,98.38004,14.90563,1.996551
139,227,381,154,9.955777,98.38004,14.90563,1.996551
140,227,381,154,9.955777,98.38004,14.90563,1.996551
141,227,381,154,9.955777,98.38004,14.90563,1.996551
142,227,381,154,9.955777,98.38004,14.90563,1.996551
143,227,381,154,9.955777,98.38004,14.90563,1.996551
144,227,381,154,9.955777,98.38004,14.90563,1.996551
145,227,381,154,9.955777,98.38004,14.90563,1.996551
146,227,381,154,9.955777,98.38004,14.90563,1.996551
147,227,381,154,9.955777,98.38004,14.90563,1.996551
148,227,381,154,9.955777,98.38004,14.90563,1.996551
149,227,381,154,9.955777,98.38004,14.90563,1.996551
150,227,381,154,9.955777,98.38004,14.90563,1.996551
151,227,381,154,9.955777,98.38004,14.90563,1.996551
152,227,381,154,9.955777,98.38004,14.90563,1.996551
153,227,381,154,9.955777,98.38004,14.90563,1.996551
154,227,381,154,9.955777,98.38004,14.90563,1.996551
